연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
1796,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780-3(757-10 인근),126.7939023,37.3299716,2026-01-12
1797,급수탑,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1690(1691 인근),126.7846144,37.3328591,2026-01-12
1798,급수탑,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1670(1612 인근),126.7876765,37.3326021,2026-01-12
1799,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1674(1536 인근),126.7827178,37.3350111,2026-01-12
1800,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1674(1520 인근),126.7827178,37.3350111,2026-01-12
1801,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1674(1699 인근),126.7827178,37.3350111,2026-01-12
1802,소화전,이동,이동,1984-01-01,지하단구,경기도 안산시 상록구 이동 558(594-7 인근),126.8590097,37.3098209,2026-01-12
1803,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1690(1681 인근),126.7846144,37.3328591,2026-01-12
1804,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1739(1715 인근),126.7810916,37.3336878,2026-01-12
1805,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1674(1511 인근),126.7827178,37.3350111,2026-01-12
1806,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1674(1514 인근),126.7827178,37.3350111,2026-01-12
1807,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1453(1466 인근),126.7776622,37.3364097,2026-01-12
1808,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1453(1439 인근),126.7776622,37.3364097,2026-01-12
1809,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1565(1552 인근),126.7883937,37.3350243,2026-01-12
1810,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1553(1549 인근),126.7883484,37.3371413,2026-01-12
1811,소화전,이동,이동,,,경기도 안산시 상록구 이동 558(612-22 인근),126.8590097,37.3098209,2026-01-12
1812,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1670(1577 인근),126.7876765,37.3326021,2026-01-12
1813,소화전,,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1527,126.7842214,37.3369368,2026-01-12
1814,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1538(1537 인근),126.7857954,37.3373044,2026-01-12
1815,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1553(1561 인근),126.7883484,37.3371413,2026-01-12
1816,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1632(1635 인근),126.7863998,37.3313005,2026-01-12
1817,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1690(1687 인근),126.7846144,37.3328591,2026-01-12
1818,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1690(1685 인근),126.7846144,37.3328591,2026-01-12
1819,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1739(1735 인근),126.7810916,37.3336878,2026-01-12
1820,소화전,,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1554(1560 인근),126.7888042,37.339678,2026-01-12
1821,소화전,원곡동,신길동,2011-01-01,,경기도 안산시 단원구 신길동 1510,126.7784473,37.3339219,2026-01-12
1822,소화전,이동,이동,,지하단구,경기도 안산시 상록구 이동 558(539-11 인근),126.8590097,37.3098209,2026-01-12
1823,소화전,원곡동,신길동,1998-01-01,지상쌍구,경기도 안산시 단원구 신길동 1436-9(1428-8 인근 보호틀),126.7618249,37.3353349,2026-01-12
1824,소화전,원곡동,신길동,1999-11-04,,경기도 안산시 단원구 신길동 913-16(99.11.4 연결),126.7826026,37.3302614,2026-01-12
1825,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 879(807-1 인근),126.7928784,37.3283753,2026-01-12
1826,소화전,원곡동,원곡동,1989-01-01,지상쌍구,경기도 안산시 단원구 원곡동 901(822 인근),126.7971874,37.3277524,2026-01-12
1827,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 936-9(768-6 인근),126.7993202,37.331991,2026-01-12
1828,소화전,원곡동,원곡동,2002-01-02,,경기도 안산시 단원구 원곡동 899(825 인근),126.797775,37.3298218,2026-01-12
1829,소화전,원곡동,원곡동,1985-01-01,,경기도 안산시 단원구 원곡동 993-7(798-9 인근),126.7953519,37.3254,2026-01-12
1830,소화전,원곡동,원곡동,2002-01-01,,경기도 안산시 단원구 원곡동 780-7(742-8 인근),126.792284,37.3316761,2026-01-12
1831,소화전,일동,일동,,,경기도 안산시 상록구 일동 704-11(660-2 인근),126.8647543,37.3051365,2026-01-12
1832,소화전,원곡동,원곡동,1985-01-01,지하단구,경기도 안산시 단원구 원곡동 991-2(787 인근),126.7888648,37.3302806,2026-01-12
1833,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 991-2,126.7888648,37.3302806,2026-01-12
1834,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 991-5,126.7899014,37.3317779,2026-01-12
1835,소화전,원곡동,원곡동,1981-01-01,지하단구,경기도 안산시 단원구 원곡동 860(785-26 인근),126.7897498,37.3306771,2026-01-12
1836,소화전,원곡동,신길동,1984-01-01,지상쌍구,경기도 안산시 단원구 신길동 657-1 보호틀,126.7741809,37.3367611,2026-01-12
1837,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1065-1(1047-4 인근 보호틀),126.7691473,37.3271126,2026-01-12
1838,소화전,원곡동,신길동,1999-01-01,,경기도 안산시 단원구 신길동 1122-5,126.7787671,37.3246263,2026-01-12
1839,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1065-2(1050 인근),126.7686402,37.3256927,2026-01-12
1840,소화전,일동,일동,1983-01-01,,경기도 안산시 상록구 일동 602-60(600-6 인근),126.8654528,37.313451,2026-01-12
1841,소화전,일동,일동,1990-01-01,지하단구,경기도 안산시 상록구 일동 704(657-19 인근),126.8647664,37.3065874,2026-01-12
1842,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-2(1048-9 인근),126.7686402,37.3256927,2026-01-12
1843,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-2(1048-6 인근),126.7686402,37.3256927,2026-01-12
1844,소화전,원곡동,신길동,1983-01-01,지하단구,경기도 안산시 단원구 신길동 1129(1123 인근),126.7797799,37.3233933,2026-01-12
1845,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1131(1114 인근),126.7777822,37.32622,2026-01-12
1846,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1075(1081 인근 보호틀),126.7717075,37.3237152,2026-01-12
1847,소화전,원곡동,신길동,1986-01-01,지하단구,경기도 안산시 단원구 신길동 1131(1121-2 인근),126.7777822,37.32622,2026-01-12
1848,소화전,원곡동,신길동,1983-01-01,지상쌍구,경기도 안산시 단원구 신길동 1129(1125-6 인근),126.7797799,37.3233933,2026-01-12
1849,소화전,원곡동,신길동,1983-01-01,,경기도 안산시 단원구 신길동 1129(1122-3 인근),126.7797799,37.3233933,2026-01-12
1850,소화전,원곡동,신길동,1983-01-01,,경기도 안산시 단원구 신길동 1122-4,126.7794712,37.3243452,2026-01-12
1851,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1129(1124 인근),126.7797799,37.3233933,2026-01-12
1852,소화전,일동,일동,,,경기도 안산시 상록구 일동 704-1(667-7 인근),126.8667765,37.3056875,2026-01-12
1853,소화전,원곡동,신길동,1984-01-01,,경기도 안산시 단원구 신길동 1445,126.7751888,37.3365373,2026-01-12
1854,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1435-3(1384 인근),126.7611847,37.3392748,2026-01-12
1855,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-2(1394 인근),126.7604826,37.3380511,2026-01-12
1856,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1433(1421 인근),126.7614573,37.3364213,2026-01-12
1857,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1434-2(1383-1 인근),126.7629019,37.3384728,2026-01-12
1858,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1434-1(1395-6 인근),126.7618255,37.3373623,2026-01-12
1859,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-1(1381 인근),126.7621389,37.3388974,2026-01-12
1860,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-9(1426-6 인근),126.7618249,37.3353349,2026-01-12
1861,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1437-1(1388-1 인근),126.7607238,37.3377923,2026-01-12
1862,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1435-3(1376 인근),126.7611847,37.3392748,2026-01-12
1863,소화전,이동,이동,1979-01-01,지상쌍구,경기도 안산시 상록구 이동 614-26(589 인근),126.8448216,37.316252,2026-01-12
1864,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1437(1384-4 인근),126.7618891,37.3389849,2026-01-12
1865,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1433(1423-6 인근),126.7614573,37.3364213,2026-01-12
1866,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1437-3(1401-1 인근),126.7627051,37.3367137,2026-01-12
1867,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1437-5(1420-6 인근),126.7644864,37.3354348,2026-01-12
1868,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1434-1(1384-19 인근),126.7618255,37.3373623,2026-01-12
1869,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-4(1409 인근),126.7638127,37.3379868,2026-01-12
1870,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-10(1413-1 인근),126.765759,37.3369709,2026-01-12
1871,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1437-6(1417-6 인근),126.7657626,37.3367547,2026-01-12
1872,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-10(1414-16 인근),126.765759,37.3369709,2026-01-12
1873,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1436-7(1418-2 인근),126.7655455,37.335536,2026-01-12
1874,소화전,이동,이동,1979-01-01,지상쌍구,경기도 안산시 상록구 이동 614-26(590 인근),126.8448216,37.316252,2026-01-12
1875,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1417-22,126.7642077,37.3359185,2026-01-12
1876,소화전,원곡동,신길동,1983-01-01,지하단구,경기도 안산시 단원구 신길동 1131(1122-2 인근),126.7777822,37.32622,2026-01-12
1877,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1065-1(1047-1 인근),126.7691473,37.3271126,2026-01-12
1878,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1131(1114 인근),126.7777822,37.32622,2026-01-12
1879,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-4(1057-3 인근),126.7556752,37.3250525,2026-01-12
1880,소화전,원곡동,신길동,,,경기도 안산시 단원구 신길동 1065-5(1058 인근),126.7542788,37.323524,2026-01-12
1881,소화전,원곡동,신길동,1987-01-01,지상쌍구,경기도 안산시 단원구 신길동 1065-6(1058-3 인근 보호틀),126.7555375,37.3217712,2026-01-12
1882,소화전,원곡동,신길동,,,경기도 안산시 단원구 신길동 1065-6(1059 표시판 변색),126.7555375,37.3217712,2026-01-12
1883,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-6(1061 인근),126.7555375,37.3217712,2026-01-12
1884,소화전,원곡동,신길동,1986-01-01,지하단구,경기도 안산시 단원구 신길동 1065-6(1058-5 인근),126.7555375,37.3217712,2026-01-12
1885,소화전,사동,사동,2000-01-01,지상쌍구,경기도 안산시 상록구 사동 1461(1584-1 인근),126.8433831,37.2974778,2026-01-12
1886,소화전,원곡동,신길동,1986-01-01,지하단구,경기도 안산시 단원구 신길동 1065-6(1059 표시판 변색),126.7555375,37.3217712,2026-01-12
1887,소화전,원곡동,신길동,,,경기도 안산시 단원구 신길동 1065-5(1055-5 인근),126.7542788,37.323524,2026-01-12
1888,소화전,원곡동,신길동,,,경기도 안산시 단원구 신길동 1065-5(1058 인근),126.7542788,37.323524,2026-01-12
1889,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1056-5,126.7544205,37.3251924,2026-01-12
1890,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-6(1060 인근),126.7555375,37.3217712,2026-01-12
1891,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1065-5(1062-1 인근),126.7542788,37.323524,2026-01-12
1892,소화전,원곡동,신길동,1986-01-01,지상쌍구,경기도 안산시 단원구 신길동 1065-5(1061 인근),126.7542788,37.323524,2026-01-12
1893,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-6(1060-4 인근),126.7555375,37.3217712,2026-01-12
1894,소화전,원곡동,신길동,1994-01-01,지하단구,경기도 안산시 단원구 신길동 1232(1227 인근),126.7862998,37.324893,2026-01-12
1895,소화전,사동,사동,1984-01-01,지하단구,경기도 안산시 상록구 사동 1436(1287 인근),126.8458934,37.2970608,2026-01-12
1896,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1232(1230 인근),126.7862998,37.324893,2026-01-12
1897,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1232(994-5 인근),126.7862998,37.324893,2026-01-12
1898,소화전,원곡동,신길동,1998-01-01,,경기도 안산시 단원구 신길동 1232(994-5 인근),126.7862998,37.324893,2026-01-12
1899,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780-2(762-5 인근),126.7960435,37.3308494,2026-01-12
1900,급수탑,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780-2(761-1 인근),126.7960435,37.3308494,2026-01-12
1901,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 766-8,126.7976093,37.3317214,2026-01-12
1902,소화전,원곡동,원곡동,2002-01-01,,경기도 안산시 단원구 원곡동 780-2(761-10 인근),126.7960435,37.3308494,2026-01-12
1903,소화전,사동,사동,1981-01-01,,경기도 안산시 상록구 사동 1221(1192-9 인근),126.8503912,37.3016639,2026-01-12
1904,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780-1(766-1 인근),126.7976966,37.3326143,2026-01-12
1905,소화전,원곡동,원곡동,1981-01-01,지상쌍구,경기도 안산시 단원구 원곡동 산35-11(753 인근),126.7952785,37.332824,2026-01-12
1906,소화전,원곡동,원곡동,,지상쌍구,경기도 안산시 단원구 원곡동 977(97 인근),126.7944878,37.3364021,2026-01-12
1907,소화전,원곡동,원곡동,1994-01-01,,경기도 안산시 단원구 원곡동 868(794-8 인근),126.7915684,37.3298577,2026-01-12
1908,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 993-7(799-7 인근),126.7953519,37.3254,2026-01-12
1909,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 873(792-15 인근),126.7918754,37.3290048,2026-01-12
1910,소화전,원곡동,원곡동,2008-01-01,지하단구,경기도 안산시 단원구 원곡동 873(797-7 인근),126.7918754,37.3290048,2026-01-12
1911,소화전,원곡동,신길동,1986-01-01,,경기도 안산시 단원구 신길동 1065-2(1052-1 인근),126.7686402,37.3256927,2026-01-12
1912,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780(741-5 인근),126.7943745,37.3329049,2026-01-12
1913,소화전,원곡동,원곡동,2002-01-01,지상쌍구,경기도 안산시 단원구 원곡동 966(957-4 인근),126.7917479,37.3376717,2026-01-12
1914,소화전,사동,사동,1988-01-01,,경기도 안산시 상록구 사동 1439(1586-5 인근),126.8514951,37.2965746,2026-01-12
