연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
438,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1147-12(1033-19 인근),126.8057893,37.3431846,2026-01-12
439,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1158-13(1083 인근),126.808609,37.3382932,2026-01-12
440,소화전,선부2동,선부동,,지하단구,경기도 안산시 단원구 선부동 991-8(984-11 인근),126.7954282,37.3397005,2026-01-12
441,소화전,해양동,사동,1999-01-01,지상쌍구,경기도 안산시 상록구 사동 1212-5(1553 인근),126.8475485,37.3031591,2026-01-12
442,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 산16-3(216-2 인근),126.8073905,37.3518328,2026-01-12
443,소화전,선부2동,선부동,2002-01-01,,경기도 안산시 단원구 선부동 224(224 인근),126.8062489,37.3533621,2026-01-12
444,소화전,선부2동,선부동,1991-01-01,,경기도 안산시 단원구 선부동 1146(705-2 인근),126.8024115,37.3426819,2026-01-12
445,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1166(1168 인근),126.8015794,37.3460434,2026-01-12
446,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1158-15(1084 인근),126.814512,37.3418216,2026-01-12
447,소화전,선부2동,선부동,1986-01-01,지하단구,경기도 안산시 단원구 선부동 1158-23(1070-1 인근),126.8100678,37.336668,2026-01-12
448,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1083-1 인근),126.8099701,37.3364237,2026-01-12
449,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1070-15 인근),126.8099701,37.3364237,2026-01-12
450,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1190(1070-9 인근),126.8099115,37.3344138,2026-01-12
451,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1069 인근),126.8099701,37.3364237,2026-01-12
452,소화전,해양동,사동,1999-01-01,,경기도 안산시 상록구 사동 1621(1556-6 인근),126.8393645,37.3020969,2026-01-12
453,급수탑,선부2동,선부동,1986-01-01,,경기도 안산시 단원구 선부동 1147(1028-11 인근),126.8065945,37.3415077,2026-01-12
454,소화전,선부2동,선부동,1991-01-01,지상쌍구,경기도 안산시 단원구 선부동 1148-5(1048 인근),126.8048064,37.346094,2026-01-12
455,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1148(1027 인근),126.8045529,37.3442894,2026-01-12
456,소화전,선부2동,선부동,,,경기도 안산시 단원구 선부동 1055-9,126.8069096,37.3465568,2026-01-12
457,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1153(1107-7 인근),126.8169516,37.3481714,2026-01-12
458,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-18(1081 인근),126.8140429,37.3372035,2026-01-12
459,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-19(1080 인근),126.8148352,37.3363374,2026-01-12
460,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1076-1 인근),126.8099701,37.3364237,2026-01-12
461,소화전,해양동,사동,1998-01-01,,경기도 안산시 상록구 사동 1582-1(1582  인근),126.8424448,37.3027669,2026-01-12
462,소화전,선부3동,선부동,1986-01-01,지하단구,경기도 안산시 단원구 선부동 1158-14(1158-12 인근),126.8108442,37.3396763,2026-01-12
463,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1076-6 인근),126.8099701,37.3364237,2026-01-12
464,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1190(1076-15 인근),126.8099115,37.3344138,2026-01-12
465,소화전,선부3동,선부동,2016-04-01,지하단구,경기도 안산시 단원구 선부동 1158-12(1076-3 인근),126.8099701,37.3364237,2026-01-12
466,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1076-6,126.8126691,37.3355858,2026-01-12
467,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1076-4,126.8119299,37.3359478,2026-01-12
468,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1126,126.8111342,37.3484825,2026-01-12
469,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1153(1108-1 인근),126.8169516,37.3481714,2026-01-12
470,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1151(1096-17 인근),126.8153188,37.3450645,2026-01-12
471,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1151(1097-20 인근),126.8153188,37.3450645,2026-01-12
472,소화전,일동,일동,1982-01-01,지하단구,경기도 안산시 상록구 일동 634(608 인근),126.8711747,37.3087752,2026-01-12
473,소화전,사동,사동,1984-01-01,지하단구,경기도 안산시 상록구 사동 1436-1(1293-8 인근),126.8500016,37.2953977,2026-01-12
474,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1076-21 인근),126.8099701,37.3364237,2026-01-12
475,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-19(1080 인근),126.8148352,37.3363374,2026-01-12
476,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-12(1076-7 인근),126.8099701,37.3364237,2026-01-12
477,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 115-19(1080 인근),126.7954536,37.3479995,2026-01-12
478,소화전,선부3동,화정동,1999-01-01,지상쌍구,경기도 안산시 단원구 화정동 473-1(730-1 인근 보호틀),126.8233167,37.3583267,2026-01-12
479,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-17(1082 인근),126.8114598,37.3385652,2026-01-12
480,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-14(1085 인근),126.8108442,37.3396763,2026-01-12
481,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1086 인근,126.8155055,37.3374884,2026-01-12
482,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-15(1087-11 인근),126.814512,37.3418216,2026-01-12
483,소화전,사동,사동,1984-01-01,,경기도 안산시 상록구 사동 1249-25(1256-2 인근),126.8582784,37.2984964,2026-01-12
484,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1086 인근,126.8155055,37.3374884,2026-01-12
485,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1158-15(1143-6 인근),126.814512,37.3418216,2026-01-12
486,소화전,선부3동,선부동,,,경기도 안산시 단원구 선부동 1151-8(1134-2 인근),126.8115483,37.3444049,2026-01-12
487,소화전,대부동,대부남동,2005-01-01,,경기도 안산시 단원구 대부남동 산169-2(산399-1 인근),126.5465779,37.2308526,2026-01-12
488,소화전,대부동,대부북동,2002-01-01,,경기도 안산시 단원구 대부북동 1870-192,126.5501722,37.2773364,2026-01-12
489,소화전,대부동,대부남동,2006-01-01,,경기도 안산시 단원구 대부남동 1301(952-3 인근),126.5659636,37.2098332,2026-01-12
490,소화전,대부동,대부남동,2003-01-01,,경기도 안산시 단원구 대부남동 903-2(903-6 인근),126.5577185,37.2115441,2026-01-12
491,소화전,대부동,대부남동,2007-01-01,,경기도 안산시 단원구 대부남동 1330(775-1 인근),126.551261,37.2098885,2026-01-12
492,소화전,사동,사동,,,경기도 안산시 상록구 사동 1249-20(1261-2 인근),126.8567426,37.2993647,2026-01-12
493,소화전,대부동,대부남동,2003-01-01,,경기도 안산시 단원구 대부남동 산423-4,126.5598895,37.2253476,2026-01-12
494,소화전,대부동,대부남동,2003-01-01,,경기도 안산시 단원구 대부남동 1211(산163-38 인근),126.5550826,37.2257035,2026-01-12
495,소화전,대부동,대부남동,2003-01-01,,경기도 안산시 단원구 대부남동 산129-3(1084-23 인근),126.5715067,37.2343006,2026-01-12
496,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 469-13,126.5838172,37.2436932,2026-01-12
497,소화전,대부동,대부북동,,,경기도 안산시 단원구 대부북동 215-1,126.581157,37.2437154,2026-01-12
498,소화전,대부동,대부북동,,,경기도 안산시 단원구 대부북동 215-2,126.5809122,37.244145,2026-01-12
499,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 산312(697-6 인근),126.5775168,37.247303,2026-01-12
500,소화전,대부동,대부남동,2002-01-01,,경기도 안산시 단원구 대부남동 203-17(203-212 인근),126.5828161,37.2315531,2026-01-12
501,소화전,대부동,대부남동,2002-01-01,,경기도 안산시 단원구 대부남동 213-6(258 인근),126.5806395,37.2376542,2026-01-12
502,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 493-5(496-1 인근),126.5849468,37.2423552,2026-01-12
503,소화전,사동,사동,1981-01-01,,경기도 안산시 상록구 사동 1221(1192-17 인근),126.8503912,37.3016639,2026-01-12
504,소화전,대부동,대부남동,2002-01-01,,경기도 안산시 단원구 대부남동 1066-247(1066-136 인근),126.5761988,37.2203007,2026-01-12
505,소화전,대부동,대부북동,2003-01-01,,경기도 안산시 단원구 대부북동 1971-1(1963-13 인근),126.566068,37.2697541,2026-01-12
506,소화전,대부동,대부북동,2003-01-01,,경기도 안산시 단원구 대부북동 1971(1962-3 인근),126.5669138,37.2727197,2026-01-12
507,소화전,대부동,대부북동,2003-01-01,,경기도 안산시 단원구 대부북동 1971(1974-1 인근),126.5669138,37.2727197,2026-01-12
508,소화전,대부동,대부북동,2003-01-01,,경기도 안산시 단원구 대부북동 1971(1958 인근),126.5669138,37.2727197,2026-01-12
509,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 830-2(799-1 인근),126.5752644,37.2525921,2026-01-12
510,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1898(1329-2 인근),126.5697434,37.2602204,2026-01-12
511,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1186-1(1133 인근),126.5778633,37.267842,2026-01-12
512,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 산18-12,126.5694378,37.2835267,2026-01-12
513,소화전,대부동,대부북동,,,경기도 안산시 단원구 대부북동 1849-8(1849-12 인근),126.5694905,37.2825272,2026-01-12
514,소화전,사동,사동,1981-01-01,지하단구,경기도 안산시 상록구 사동 1221(1203-7 인근),126.8503912,37.3016639,2026-01-12
515,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1855-29(1856-64 인근),126.569358,37.2770202,2026-01-12
516,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1855-29(1857-17 인근),126.569358,37.2770202,2026-01-12
517,소화전,대부동,대부북동,,,경기도 안산시 단원구 대부북동 1161-54(1161-69 인근),126.5706717,37.2725399,2026-01-12
518,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1096-17(1951 인근),126.5798412,37.2645769,2026-01-12
519,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 38-4(38-12 인근),126.5851365,37.2581258,2026-01-12
520,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 1984,126.5799007,37.2896176,2026-01-12
521,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 1981(1847-13 인근),126.5778724,37.291927,2026-01-12
522,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 1841-12(1844-13 인근),126.5728075,37.2860182,2026-01-12
523,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 1848-261(1848-230 인근),126.5747693,37.2872313,2026-01-12
524,소화전,대부동,대부북동,1999-01-01,,경기도 안산시 단원구 대부북동 1841-12(1845-18 인근),126.5728075,37.2860182,2026-01-12
525,소화전,사동,사동,,,경기도 안산시 상록구 사동 1212(1585 인근),126.8475008,37.3011132,2026-01-12
526,소화전,대부동,대부남동,,,경기도 안산시 단원구 대부남동 1277(124-6 인근),126.5921614,37.2210592,2026-01-12
527,소화전,대부동,대부동동,2005-01-01,,경기도 안산시 단원구 대부동동 863-3(1396-6 인근),126.5943571,37.2466301,2026-01-12
528,소화전,대부동,대부동동,,,경기도 안산시 단원구 대부동동 846-1,126.5989794,37.2416931,2026-01-12
529,소화전,대부동,선감동,,,경기도 안산시 단원구 선감동 714(701-1 인근),126.6249291,37.231473,2026-01-12
530,소화전,대부동,선감동,,,경기도 안산시 단원구 선감동 713(703-1 인근),126.6240542,37.2312465,2026-01-12
531,소화전,대부동,선감동,,,경기도 안산시 단원구 선감동 714(690-1 인근),126.6249291,37.231473,2026-01-12
532,소화전,대부동,대부동동,2001-01-01,,경기도 안산시 단원구 대부동동 산272-3(108-4 인근),126.6121905,37.2384967,2026-01-12
533,소화전,대부동,대부동동,2001-01-01,,경기도 안산시 단원구 대부동동 2028(198-12 인근),126.6115988,37.2381925,2026-01-12
534,소화전,대부동,대부동동,,,경기도 안산시 단원구 대부동동 2096(2095 인근),126.6223595,37.2364439,2026-01-12
535,소화전,대부동,대부동동,2000-12-01,,경기도 안산시 단원구 대부동동 1088-22(1088-13 인근),126.6047954,37.255728,2026-01-12
536,소화전,사동,사동,1981-01-01,지하단구,경기도 안산시 상록구 사동 1212(1191-13 인근),126.8475008,37.3011132,2026-01-12
537,소화전,대부동,선감동,2001-01-01,,경기도 안산시 단원구 선감동 55-3,126.6402034,37.2161331,2026-01-12
538,소화전,대부동,선감동,2009-01-01,,경기도 안산시 단원구 선감동 287-37,126.6362874,37.2221252,2026-01-12
539,소화전,대부동,선감동,,,경기도 안산시 단원구 선감동 659-2(659-3 인근),126.6283051,37.2304849,2026-01-12
540,소화전,대부동,선감동,2001-01-01,,경기도 안산시 단원구 선감동 460-6(435-3 인근),126.6296181,37.2270491,2026-01-12
541,소화전,대부동,선감동,2001-01-01,,경기도 안산시 단원구 선감동 740(산3-5 인근),126.627794,37.2344346,2026-01-12
542,소화전,대부동,선감동,,,경기도 안산시 단원구 선감동 715(692-1 인근),126.6257879,37.2319605,2026-01-12
543,소화전,대부동,선감동,2001-01-01,,경기도 안산시 단원구 선감동 산146-16,126.6452104,37.2051615,2026-01-12
544,소화전,대부동,대부북동,2001-01-01,지상쌍구,경기도 안산시 단원구 대부북동 181,126.5808669,37.2453609,2026-01-12
545,소화전,대부동,대부북동,2001-01-01,,경기도 안산시 단원구 대부북동 1398-3,126.5696026,37.2617055,2026-01-12
546,소화전,대부동,대부동동,,,경기도 안산시 단원구 대부동동 산341(74-31 인근),126.6202325,37.2406091,2026-01-12
547,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1640-14,126.8234463,37.2899556,2026-01-12
548,소화전,대부동,선감동,2001-04-01,,경기도 안산시 단원구 선감동 726(717 인근),126.6467522,37.1913659,2026-01-12
549,소화전,대부동,대부남동,,,경기도 안산시 단원구 대부남동 628-15,126.5495797,37.2059123,2026-01-12
550,소화전,선부2동,선부동,2013-06-01,,경기도 안산시 단원구 선부동 1150(1060 인근),126.8076803,37.3399328,2026-01-12
551,소화전,초지동,원시동,2013-07-01,,경기도 안산시 단원구 원시동 798(768-7 인근),126.7894266,37.3212848,2026-01-12
552,소화전,초지동,원시동,2013-07-01,,경기도 안산시 단원구 원시동 802(772-1 인근),126.7922379,37.314114,2026-01-12
553,소화전,성포동,성포동,1984-01-01,,경기도 안산시 상록구 성포동 679-13,126.8428112,37.3186021,2026-01-12
554,소화전,원곡동,선부동,2014-01-01,지하단구,경기도 안산시 단원구 선부동 992(975-1 인근),126.8025943,37.3382775,2026-01-12
555,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1643(1512-11 인근),126.8239677,37.2934119,2026-01-12
556,소화전,원곡동,선부동,2014-01-01,지상쌍구,경기도 안산시 단원구 선부동 992(974-5 인근),126.8025943,37.3382775,2026-01-12
557,소화전,원곡동,선부동,2014-01-01,지하단구,경기도 안산시 단원구 선부동 992(969-8 인근),126.8025943,37.3382775,2026-01-12
558,소화전,원곡동,선부동,2014-01-01,지상쌍구,경기도 안산시 단원구 선부동 1158-12(1070-11 인근),126.8099701,37.3364237,2026-01-12
559,소화전,원곡동,원곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 원곡동 859(746-18 인근),126.7904807,37.3315406,2026-01-12
560,소화전,원곡동,원곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 원곡동 780-4(746-10 인근),126.7918107,37.3309324,2026-01-12
561,소화전,원곡동,원곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 원곡동 780-4(747-7 인근),126.7918107,37.3309324,2026-01-12
562,소화전,원곡동,원곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 원곡동 780-5(750-8 인근),126.7936522,37.3315009,2026-01-12
563,소화전,원곡동,원곡동,2014-01-01,지상쌍구,경기도 안산시 단원구 원곡동 780-5(752-6 인근),126.7936522,37.3315009,2026-01-12
564,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(97-6 인근),126.8281741,37.3406692,2026-01-12
565,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(96-1 인근),126.8281741,37.3406692,2026-01-12
566,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1643(1512-10 인근),126.8239677,37.2934119,2026-01-12
567,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(96-8 인근),126.8281741,37.3406692,2026-01-12
568,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(105-10 인근),126.8281741,37.3406692,2026-01-12
569,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(121-6 인근),126.8281741,37.3406692,2026-01-12
570,소화전,와동,와동,2014-01-01,지상쌍구,경기도 안산시 단원구 와동 268(126 인근),126.8281741,37.3406692,2026-01-12
571,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 747(726-3 인근),126.7883411,37.3144076,2026-01-12
572,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 747(726-4 인근),126.7883411,37.3144076,2026-01-12
573,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 747(725-6 인근),126.7883411,37.3144076,2026-01-12
574,소화전,초지동,원시동,2014-01-01,지상쌍구,경기도 안산시 단원구 원시동 746(724-3 인근),126.7853771,37.3170263,2026-01-12
575,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(724 인근),126.7836988,37.3154593,2026-01-12
576,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(724-6 인근),126.7836988,37.3154593,2026-01-12
577,소화전,일동,일동,1991-01-01,지하단구,경기도 안산시 상록구 일동 133(127-8 인근),126.8684116,37.3124972,2026-01-12
578,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1643(1640-16 인근),126.8239677,37.2934119,2026-01-12
579,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(724-1 인근),126.7836988,37.3154593,2026-01-12
580,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(724-2 인근),126.7836988,37.3154593,2026-01-12
581,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(725-12 인근),126.7836988,37.3154593,2026-01-12
582,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(723-2 인근),126.7836988,37.3154593,2026-01-12
583,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(723-4 인근),126.7836988,37.3154593,2026-01-12
584,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 752(716 인근),126.7811729,37.3146854,2026-01-12
585,소화전,초지동,목내동,2014-01-01,지하단구,경기도 안산시 단원구 목내동 409(387 인근),126.7792235,37.315242,2026-01-12
586,소화전,초지동,목내동,2014-01-01,지하단구,경기도 안산시 단원구 목내동 409(476-2 인근),126.7792235,37.315242,2026-01-12
587,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 고잔동 745(720-2 인근),126.8386817,37.3134887,2026-01-12
588,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(721 인근),126.7836988,37.3154593,2026-01-12
589,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1640-12,126.8246283,37.2886428,2026-01-12
590,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(718-2 인근),126.7836988,37.3154593,2026-01-12
591,소화전,초지동,원시동,2014-01-01,지하단구,경기도 안산시 단원구 원시동 745(723-5 인근),126.7836988,37.3154593,2026-01-12
592,소화전,해양동,사동,2004-01-01,지상쌍구,경기도 안산시 상록구 사동 1641(1512-4 인근)),126.8198752,37.2954796,2026-01-12
593,소화전,해양동,사동,2004-01-01,지상쌍구,경기도 안산시 상록구 사동 1628(1640-4 인근),126.8391873,37.2835332,2026-01-12
594,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1628(1271-11 인근),126.8391873,37.2835332,2026-01-12
595,소화전,해양동,사동,2004-01-01,지상쌍구,경기도 안산시 상록구 사동 1636(1509 인근),126.8245175,37.2964899,2026-01-12
596,소화전,해양동,사동,2004-01-01,지상쌍구,경기도 안산시 상록구 사동 1636(1509 인근 보호틀),126.8245175,37.2964899,2026-01-12
597,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1636(1640 인근),126.8245175,37.2964899,2026-01-12
598,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1636(1512 인근),126.8245175,37.2964899,2026-01-12
599,소화전,사이동,사동,1985-01-01,,경기도 안산시 상록구 사동 1455(1423 인근),126.8458176,37.2872564,2026-01-12
600,소화전,일동,일동,1991-01-01,,경기도 안산시 상록구 일동 169(120-1 인근),126.8682758,37.3110182,2026-01-12
601,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1498-4(1495 인근),126.8457449,37.2809392,2026-01-12
602,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1494-1(1494-1 인근),126.8469069,37.2794277,2026-01-12
603,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1499-1(1496-10 인근),126.8471611,37.2797636,2026-01-12
604,소화전,사이동,사동,1993-09-23,,경기도 안산시 상록구 사동 1344-4(1344-1 인근),126.8545096,37.2881879,2026-01-12
605,급수탑,사이동,사동,1993-09-23,,경기도 안산시 상록구 사동 1443(1344 인근 불탐),126.8566823,37.2914257,2026-01-12
606,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1499-2(1487-4 인근),126.8497491,37.2801312,2026-01-12
607,소화전,사이동,사동,1986-01-01,지하단구,경기도 안산시 상록구 사동 1455(1431-10 인근),126.8458176,37.2872564,2026-01-12
608,소화전,사이동,사동,2004-01-01,,경기도 안산시 상록구 사동 1640-8,126.827873,37.2866746,2026-01-12
609,소화전,사이동,사동,2004-01-01,,경기도 안산시 상록구 사동 1640-10(1640 인근),126.8259951,37.2870524,2026-01-12
610,급수탑,사이동,사동,1985-01-01,,경기도 안산시 상록구 사동 1450(1403-5 인근),126.8506762,37.2821946,2026-01-12
611,소화전,일동,일동,1990-01-01,지하단구,경기도 안산시 상록구 일동 634(615-16 인근),126.8711747,37.3087752,2026-01-12
612,소화전,사이동,사동,2005-06-01,,경기도 안산시 상록구 사동 1628(1270-3 인근,126.8510582,37.29712,2026-01-12
613,소화전,사이동,사동,2003-07-01,,경기도 안산시 상록구 사동 1456(1436 인근),126.8458711,37.2830129,2026-01-12
614,소화전,사이동,사동,2004-07-01,,경기도 안산시 상록구 사동 1455(1372-6 인근),126.8458176,37.2872564,2026-01-12
615,소화전,사이동,사동,1986-01-01,지하단구,경기도 안산시 상록구 사동 1628(1273-3 인근 표지판 변색),126.8391873,37.2835332,2026-01-12
616,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1628(1273-3 인근),126.8391873,37.2835332,2026-01-12
617,소화전,사이동,사동,1986-01-01,지하단구,경기도 안산시 상록구 사동 1628(1273-1 인근 보호틀),126.8391873,37.2835332,2026-01-12
618,소화전,사이동,사동,2004-01-01,지상쌍구,경기도 안산시 상록구 사동 1628(1640-17 인근),126.8391873,37.2835332,2026-01-12
619,소화전,일동,일동,1982-01-01,지하단구,경기도 안산시 상록구 일동 634(621-16 인근),126.8711747,37.3087752,2026-01-12
620,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1499(1474-9 인근),126.8508395,37.2788713,2026-01-12
621,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1499(1471-9 인근),126.8508395,37.2788713,2026-01-12
622,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1500(1484 인근),126.8498083,37.2814293,2026-01-12
623,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1501-8(1475-6 인근),126.8492593,37.2789731,2026-01-12
624,소화전,사이동,사동,1985-01-01,,경기도 안산시 상록구 사동 1450(1415-6 인근),126.8506762,37.2821946,2026-01-12
625,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1491(1478-15 인근),126.8490675,37.2789802,2026-01-12
626,소화전,사이동,사동,1985-01-01,,경기도 안산시 상록구 사동 1446(1397-1 인근),126.8510976,37.2848839,2026-01-12
627,소화전,사이동,사동,1994-01-01,,경기도 안산시 상록구 사동 1445(1390 인근),126.8533516,37.2857257,2026-01-12
628,소화전,일동,일동,1983-01-01,지상쌍구,경기도 안산시 상록구 일동 602-4(566-13 인근),126.8615103,37.3160533,2026-01-12
629,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1632-2(1639 인근),126.8333374,37.2789704,2026-01-12
630,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1639-43(1639-15 인근),126.8295441,37.2792573,2026-01-12
631,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1632-2(1639 인근),126.8333374,37.2789704,2026-01-12
632,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1632-1(1639-7 인근),126.828026,37.2819004,2026-01-12
633,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1639-49(1639-25 인근),126.8273733,37.2839935,2026-01-12
634,소화전,사이동,사동,2004-01-01,,경기도 안산시 상록구 사동 1640-10,126.8259951,37.2870524,2026-01-12
635,소화전,사이동,사동,2003-01-01,,경기도 안산시 상록구 사동 1632-1(1639-7 인근),126.828026,37.2819004,2026-01-12
636,소화전,사이동,사동,1986-01-01,,경기도 안산시 상록구 사동 1499-1(1494-4 인근),126.8471611,37.2797636,2026-01-12
637,소화전,일동,일동,1983-01-01,지하단구,경기도 안산시 상록구 일동 602-1(568-6 인근),126.8598713,37.3155149,2026-01-12
638,소화전,일동,일동,1982-01-01,지하단구,경기도 안산시 상록구 일동 115-1(102-8 인근),126.8720478,37.3152712,2026-01-12
639,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881-24(890 인근),126.8626273,37.2935734,2026-01-12
640,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-49(861 인근),126.8695106,37.293342,2026-01-12
641,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 881-24(870-2 인근),126.8626273,37.2935734,2026-01-12
642,소화전,본오1동,본오동,,,경기도 안산시 상록구 본오동 997(902 인근),126.8605869,37.292013,2026-01-12
643,소화전,본오1동,본오동,1984-01-01,,경기도 안산시 상록구 본오동 1001(934-1 인근),126.8620782,37.2903423,2026-01-12
644,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 881-89(903-1 인근),126.8646265,37.2918806,2026-01-12
645,소화전,본오1동,본오동,,,경기도 안산시 상록구 본오동 1003(926-6 인근),126.8633429,37.2894895,2026-01-12
646,소화전,본오1동,본오동,1985-01-01,,경기도 안산시 상록구 본오동 704(681 인근),126.8669562,37.286938,2026-01-12
